Record,Sample Date,Sample Year,Sample Time (local),Sample Location,Sample Lat/Long - Latitude,Sample Lat/Long - Longitude,Water Temperature (approximate),Sampling Platform,Continent,Country,Sample waters,"Sample location (Urban, Rural, Remote)",Notes,"Depth of Water Body (approximate, FW only)",Exposed rocks present in sampling area? (FW only),Substrate Type (FW only),Lab Fields,Sample Volume (L),Number of Filters,Sediment Load,Blue–Round,Blue–Round < 1.5 mm new,Blue–Round 1.6-3.1 mm,Blue–Round 3.2-5 mm,Blue–Round 5.1-9.6 mm,Blue–Filament,Blue–Filament  < 1.5 mm new,Blue–Filament 1.6-3.1 mm ,Blue–Filament 3.2-5 mm,Blue–Filament 5.1-9.6 mm,Blue–Other Shape,Blue–Other Shape  < 1.5 mm new,Blue–Other Shape  1.6-3.1 mm,Blue–Other Shape 3.2-5 mm,Blue–Other Shape 5.1-9.6 mm,Red–Round,Red–Round  < 1.5 mm new,Red–Round  1.6-3.1 mm ,Red–Round 3.2-5 mm,Red–Round 5.1-9.6 mm,Red–Filament,Red–Filament  < 1.5 mm new,Red–Filament 1.6-3.1 mm ,Red–Filament 3.2-5 mm,Red–Filament 5.1-9.6 mm,Red–Other Shape,Red–Other Shape  < 1.5 mm new,Red–Other Shape 1.6-3.1 mm ,Red–Other Shape 3.2-5 mm,Red–Other Shape 5.1-9.6 mm,Transparent–Round,Transparent–Round  < 1.5 mm new,Transparent–Round 1.6-3.1 mm,Transparent–Round 3.2-5 mm,Transparent–Round 5.1-9.6 mm,Transparent–Filament,Transparent–Filament  < 1.5 mm new,Transparent–Filament  1.6-3.1 mm,Transparent–Filament 3.2-5 mm,Transparent–Filament 5.1-9.6 mm,Transparent–Other Shape,Transparent–Other Shape  < 1.5 mm new,Transparent–Other Shape  1.6-3.1 mm,Transparent–Other Shape 3.2-5 mm,Transparent–Other Shape 5.1-9.6 mm,Black–Round,Black–Round  < 1.5 mm new,Black–Round  1.6-3.1 mm,Black–Round 3.2-5 mm,Black–Round 5.1-9.6 mm,Black–Filament,Black–Filament  < 1.5 mm new,Black–Filament 1.6-3.1 mm,Black–Filament 3.2-5 mm,Black–Filament 5.1-9.6 mm,Black–Other Shape,Black–Other Shape  < 1.5 mm new,Black–Other Shape 1.6-3.1 mm,Black–Other Shape 3.2-5 mm,Black–Other Shape 5.1-9.6 mm,Green–Round  ,Green–Filament,Green–Other Shape,Other Color–Round,Other Color–Round  < 1.5 mm new,Other Color–Round 1.6-3.1 mm ,Other Color–Round 3.2-5 mm,Other Color–Round 5.1-9.6 mm,Other Color–Filament,Other Color–Filament  < 1.5 mm new,Other Color–Filament 1.6-3.1 mm,Other Color–Filament 3.2-5 mm,Other Color–Filament 5.1-9.6 mm,Other Color–Other Shape,Other Color–Other Shape  < 1.5 mm new,Other Color–Other Shape  1.6-3.1 mm,Other Color–Other Shape 3.2-5 mm,Other Color–Other Shape 5.1-9.6 mm,Total Blue,Total Blue <1.5mm,Total Blue 1.6-3.1 mm,Total Blue 3.2-5 mm,Total Blue 5.1-9.6,Total Red,Total Red <1.5 mm,Total Red 1.6-3.1 mm,Total Red 3.2-5 mm,Total Red 5.1-9.6 mm,Total Transparent,Total Transparent <1.5 mm,Total Transparent 1.6-3.1 mm,Total Transparent 3.2-5 mm,Total Transparent 5.1-9.6 mm,Total Black,Total Black <1.5 mm,Total Black  1.6-3.1 mm ,Total Black 3.2-5 mm,Total Black 5.1-9.6 mm,Total Other Color ,Total Other Color <1.5 mm,Total Other Color  1.6-3.1 mm ,Total Other Color  3.2-5 mm,Total Other Color  5.1-9.6 mm,Total Round,Total Filament,Total Other Shape,Total Pieces,Total Pieces/L,Sample Jar Material,Plastic Type,Lab Notes,,,0
946,6/20/2015,2015,16:02,"Tahoe national Forest, Grouse Ridge Trailhead",39.398313,-120.557715,,Wading,North America,USA,Lake,Remote,Alpine lake surrounded on one side by popular backpacking camp sites.,60,No,Cobbles (tennis ball to basketball size),,1.6,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6060606061,Plastic,,Some detritus,,,0
948,6/25/2015,2015,17:48,"Stillwater, MN",44.9182,-93.2415,,Wading,North America,USA,Lake,Lake/Pond;Urban Area;Heavy Fishing Area;Roads present,,60,No,Sand (gritty between fingers),,1.25,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,Zero plastic,,,0
950,6/25/2015,2015,17:33,Bozeman,45.52652991,-111.0650138,,Wading,North America,USA,Stream,,,30,Yes,Boulder (car to basketball size),,1.5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1.290322581,Plastic,,Some bugs and detritus,,,0
951,6/27/2015,2015,15:02,"Stillwater, MN",45.162583,-92.741856,,"Other Vessel (Surfboard, Paddleboard, etc.)",North America,USA,River,Rural,,91,No,Sand (gritty between fingers),,1.25,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1.538461538,Plastic,1,"Filter/counted on same day, but filter was dry",,,0
952,6/27/2015,2015,14:04,"Stillwater, MN",45.200127,-92.767192,,"Other Vessel (Surfboard, Paddleboard, etc.)",North America,USA,River,Urban,,,No,Unknown,,1.1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.9090909091,Plastic,1,"Filter/counted on same day, but filter was dry. Examined for FTIR Analysis on 11Jun2017; removed one <1.5mm transparent filament",,,0
955,7/3/2015,2015,15:35,Bruce Peninsula National Park,45.265064,-81.709181,,Kayak,North America,Canada,Lake,Remote,No pollution sources or floating debris. Sample taken at the surface near a shipwreck in Fathom Five National Marine Park.,6.7056,No,Bedrock/Hardpan,,1.3,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1.538461538,Plastic,,Examined for FTIR 12Jun2017; removed one <1.5mm blue filament,,,0
956,7/4/2015,2015,9:35,"Bruce Peninsula National Park, Ontario",45.240039,-81.499931,,Wading,North America,Canada,Lake,Remote,No floating debris. Near a fairly heavily used backcountry campsite.,30,Yes,Cobbles (tennis ball to basketball size),,1.3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7692307692,Plastic,,Examined for FTIR Analysis on 11Jun2017; removed one <1.5mm red filament.,,,0
957,7/5/2015,2015,9:10,Bruce Peninsula National Park,45.236381,-81.526044,,Wading,North America,Canada,Stream,,Downstream of a trail and bridge. Outlet of a lake with moderately heavy non-motorized use.,25,Yes,Cobbles (tennis ball to basketball size),,1.35,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4,2.962962963,Plastic,,Green and blue sticky/gooey round patches. Examined for FTIR Analysis on 11Jun2017; removed one <1.5mm black filament.,,,0
958,7/8/2015,2015,11:55,"Stillwater, MN",47.8039,-91.30238,,Wading,North America,USA,Lake,Remote,,,No,Gravel (small beetle to tennis ball size),,1.3,1,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1.481481481,Plastic,1,"Filter/counted on same day, but filter was dry",,,0
959,7/8/2015,2015,10:10,"Cut Bank, MT",48.6008,-112.3400333,22,Wading,North America,USA,Stream,Rural,lots of algae on substrate; heavy cow use up to the water.,0.7,No,Bedrock/Hardpan,,1.6,1,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,5,3,8,5,Plastic,1,Other color/shape purple. Detritus. Examined for FTIR 12Jun2017; removed one <1.5mm blue fragment.,,,0
960,7/9/2015,2015,7:21,"Stillwater, MN",47.55731,-90.86809,,Wading,North America,USA,Lake,Rural,,,No,Gravel (small beetle to tennis ball size),,1.25,2,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,3.076923077,Plastic,1,"Plastic on both filters (only 1 blue filament on first filter, rest on second).",,,0
961,7/9/2015,2015,12:59,"Stillwater, MN",47.37224,-91.19728,,Wading,North America,USA,Lake,Rural,,,No,Gravel (small beetle to tennis ball size),,1.25,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7692307692,Plastic,1,Phytoplankton,,,0
962,7/9/2015,2015,17:07,"Stillwater, MN",47.16739,-92.42138,,Wading,North America,USA,Lake,Rural,,,No,Gravel (small beetle to tennis ball size),,1.25,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7692307692,Plastic,1,,,,0
963,7/10/2015,2015,9:57,"Stillwater, MN",46.13415,-92.85721,,Wading,North America,USA,River,Urban,,,No,Boulder (car to basketball size),,1.3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,"Zero plastic.  Blue fiber outside of filter area.  Heavy detritus, black round organic objects",,,0
964,7/10/2015,2015,13:26,Mississippi River,47.218533,-93.767195,22,Kayak,North America,USA,River,,"For samples 1-4: Depths unknown, sll measurements taken midstream. RM 1194",,No,Mud/Silt/Clay (not gritty between fingers),,1.3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,"detritus, phyto",,,0
965,7/11/2015,2015,14:40,"Stillwater, MN",44.587759,-92.544193,,Dock/Jetty,North America,USA,River,Urban,,,No,Unknown,,1.25,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.8,Plastic,1,Heavy detritus. Examined for FTIR Analysis on 11Jun2017; no plastics from original count found.,,,0
966,7/11/2015,2015,14:40,"Stillwater, MN",44.749179,-92.80278,,Dock/Jetty,North America,USA,Lake,,,,No,Unknown,,1.25,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.8,Plastic,1,Detritus. Examined for FTIR Analysis on 11Jun2017; removed one <1.5mm red filament,,,0
967,7/13/2015,2015,13:00,x,1.4056936,-78.2988965,23,Wading,South America,Ecuador,Stream,Rural,Small river run-off from nearby waterfall.,0.1,Yes,Bedrock/Hardpan,,1.2,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,2.5,Plastic,1,Heavy detritus. Examined for FTIR 9Jun2017; removed 1 <1.5mm black filament.,,,0
968,7/14/2015,2015,20:07,Mackinac Island,44.9074,-86.0715,,"Other Vessel (Surfboard, Paddleboard, etc.)",North America,Canada,Lake,,Sample taken from sailboat off shore of Sleeping Bear Point,7.0104,No,Sand (gritty between fingers);Sand (gritty between fingers),,1.4,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,2.068965517,Plastic,5,,,,0
969,7/14/2015,2015,8:50,Mackinac Island,45.82106667,-84.77223333,,"Other Vessel (Surfboard, Paddleboard, etc.)",North America,Canada,Lake,,Sample taken from sailboat after leaving Mackinac Island and passing under Mackinac Bridge,49.6824,No,Bedrock/Hardpan;Bedrock/Hardpan,,1.35,1,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,5,3.571428571,Plastic,5,,,,0
970,7/14/2015,2015,1:40,Mackinac Island,45.538,-85.40078333,,"Other Vessel (Surfboard, Paddleboard, etc.)",North America,Canada,Lake,,Sample taken off sailboat as passing Beaver Island,69.7992,No,Sand (gritty between fingers),,1.35,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,9,6.666666667,Plastic,5,Examined for FTIR 12Jun2017; removed one <1.5mm blue filament,,,0
971,7/15/2015,2015,14:39,Geneva Lake,43.05257,-89.33912,25,Kayak,North America,USA,Lake,Urban,"Lake Monona flowing into the Yahara River - WI. Lots of motorboat traffic, urban area.",0.91,No,Sand (gritty between fingers),,1.4,1,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,5,3.448275862,Plastic,7,Good bugs for photographing,,,0
973,7/16/2015,2015,12:17,"Mississippi River, Minnesota",46.741152,-93.408454,24.5,Kayak,North America,USA,River,,RM 1095,,No,Mud/Silt/Clay (not gritty between fingers),,1.25,2,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.538461538,Plastic,1,First filter had no plastics. Second filter:Very heavy detritus/algae - grid covered. Very crusty and hard to scape without ripping filter,,,0
974,7/15/2015,2015,17:05,Mackinac Island,42.83225,-87.65081667,,"Other Vessel (Surfboard, Paddleboard, etc.)",North America,USA,Lake,,Sample taken from sailboat while headed into Racine city area,32.3088,No,Sand (gritty between fingers);Sand (gritty between fingers),,1.25,1,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,5,3.846153846,Plastic,5,yellow other,,,0
975,7/15/2015,2015,12:43,Mackinac Island,43.10665,-87.31865,,"Other Vessel (Surfboard, Paddleboard, etc.)",North America,USA,Lake,,"Sample taken in middle of lake from sailboat, no land in site",88.392,No,Sand (gritty between fingers);Sand (gritty between fingers),,1.25,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7692307692,Plastic,5,,,,0
976,7/15/2015,2015,10:23,Mackinac Island,43.3087,-87.05061667,,"Other Vessel (Surfboard, Paddleboard, etc.)",North America,USA,Lake,,"Sample taken from sailboat in middle of lake, no land in site",90.2208,No,Sand (gritty between fingers);Sand (gritty between fingers),,1.25,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,2.307692308,Plastic,5,purple other,,,0
977,7/16/2015,2015,18:39,Mackinac Island,42.73363333,-87.77868333,,"Other Vessel (Surfboard, Paddleboard, etc.)",North America,USA,River,Urban,Sample taken from sailboat on river inside harbor,,No,Mud/Silt/Clay (not gritty between fingers);Mud/Silt/Clay (not gritty between fingers),,1.3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1.481481481,Plastic,5,heavy detritus,,,0
978,7/17/2015,2015,7:05,"Cut Bank, MT",48.32757,-111.1233,23,Canoe,North America,USA,Lake,Rural,Lake Elwell Reservoir,15,No,Unknown,,1.6,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,1.818181818,Plastic,1,,,,0
979,7/16/2015,2015,19:43,Mackinac Island,41.87655,-87.60706667,,"Other Vessel (Surfboard, Paddleboard, etc.)",North America,USA,Lake,,Sample taken from sail boat outside of Navy Pier in Chicago,0.054864,No,Sand (gritty between fingers);Sand (gritty between fingers),,1.35,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1.428571429,Plastic,5,heavy detritus,,,0
980,7/16/2015,2015,9:55,Mackinac Island,41.89138333,-87.58758333,,"Other Vessel (Surfboard, Paddleboard, etc.)",North America,USA,Lake,,Sample taken from sailboat near Navy Pier lighthouse,6.096,No,Sand (gritty between fingers);Sand (gritty between fingers),,0.95,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,Plastic,5,,,,0
981,7/18/2015,2015,9:05,"Cut Bank, MT",48.2906,-111.04602,15,Wading,North America,USA,Stream,Rural,The water is cold and clear because sample was taken downstream of Tiber Dam.     There is a chance that I put the wrong date on micro-ww-07172015-2-ontheriver sample. The correct date is 7/17/15 as reflected in the sample ID.,0.8,No,Cobbles (tennis ball to basketball size),,2.4,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1.224489796,Plastic,1,,,,0
982,7/22/2015,2015,15:40,Darwin Canyon,37.172229,-118.699693,12,Shore,North America,USA,Lake,Remote,"Clear lake(Evolution Lake) sample, slight rain/drizzle. Right on John Muir Trail,lots of foot traffic near it.",0.35,No,Sand (gritty between fingers),,1.25,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3.076923077,Plastic,1,"Very high amounts of animal pieces/organic detritus.  Eggs? wings, etc.",,,0
983,7/23/2015,2015,11:00,Keyhole Lake,37.205537,-118.691511,8,Shore,North America,USA,Lake,Remote,"Keyhole Lake, remote off trail lake, minimal human exposure in John Muir Wilderness Area.",0.51,Yes,Cobbles (tennis ball to basketball size),,1.25,1,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4.615384615,Plastic,1,,,,0
